From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_005494	1.23	0.135	5757.21	10049	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B6(DNAJB6)	DNAJB6
NM_005495	0.77	0.347	0.59	10050	Homo sapiens	solute carrier family 17 member 4(SLC17A4)	SLC17A4
NM_005496	0.29	0.537	28939.7	10051	Homo sapiens	structural maintenance of chromosomes 4(SMC4)	SMC4
NM_005497	1.21	0.237	2200.52	10052	Homo sapiens	gap junction protein gamma 1(GJC1)	GJC1
NM_005499	0.44	0.227	67579.77	10054	Homo sapiens	ubiquitin like modifier activating enzyme 2(UBA2)	UBA2
NM_005503	0.64	0.28	377.01	321	Homo sapiens	amyloid beta precursor protein binding family A member 2(APBA2)	APBA2
NM_005505	0.13	0.874	35227.21	949	Homo sapiens	scavenger receptor class B member 1(SCARB1)	SCARB1
NM_005507	0.23	0.501	646862.12	1072	Homo sapiens	cofilin 1(CFL1)	CFL1
NM_005512	6.56	0.249	7372.18	2615	Homo sapiens	leucine rich repeat containing 32(LRRC32)	LRRC32
NM_005514	0.55	0.575	111109.21	3106	Homo sapiens	major histocompatibility complex, class I, B(HLA-B)	HLA-B
NM_005517	0.17	0.719	67058.96	3151	Homo sapiens	high mobility group nucleosomal binding domain 2(HMGN2)	HMGN2
NM_005520	1.53	0.189	10185.27	3187	Homo sapiens	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)	HNRNPH1
NM_005522	3.69	0.0741	1437.12	3198	Homo sapiens	homeobox A1(HOXA1)	HOXA1
NM_005526	0.6	0.189	19904.47	3297	Homo sapiens	heat shock transcription factor 1(HSF1)	HSF1
NM_005529	0.59	0.49	10988.12	3339	Homo sapiens	heparan sulfate proteoglycan 2(HSPG2)	HSPG2
NM_005530	0.07	0.88	31949.17	3419	Homo sapiens	isocitrate dehydrogenase 3 (NAD(+)) alpha(IDH3A)	IDH3A
NM_005533	0.14	0.868	6476.82	3430	Homo sapiens	interferon induced protein 35(IFI35)	IFI35
NM_005534	1.06	0.106	7027.77	3460	Homo sapiens	interferon gamma receptor 2 (interferon gamma transducer 1)(IFNGR2)	IFNGR2
NM_005535	4.83	0.347	28.52	3594	Homo sapiens	interleukin 12 receptor subunit beta 1(IL12RB1)	IL12RB1
NM_005536	0.57	0.294	16796.63	3612	Homo sapiens	inositol monophosphatase 1(IMPA1)	IMPA1
NM_005537	0.07	0.928	1877.45	3621	Homo sapiens	inhibitor of growth family member 1(ING1)	ING1
NM_005540	0.83	0.515	5355.85	3633	Homo sapiens	inositol polyphosphate-5-phosphatase B(INPP5B)	INPP5B
NM_005542	1.74	0.277	248555.61	3638	Homo sapiens	insulin induced gene 1(INSIG1)	INSIG1
NM_005545	6.86	0.199	116.27	3671	Homo sapiens	immunoglobulin superfamily containing leucine rich repeat(ISLR)	ISLR
NM_005546	6.59	0.334	96.08	3702	Homo sapiens	IL2 inducible T-cell kinase(ITK)	ITK
NM_005548	0.84	0.079	57281.28	3735	Homo sapiens	lysyl-tRNA synthetase(KARS)	KARS
NM_005550	3.84	0.0875	37603.38	3801	Homo sapiens	kinesin family member C3(KIFC3)	KIFC3
NM_005554	0.73	0.702	455.2	3853	Homo sapiens	keratin 6A(KRT6A)	KRT6A
NM_005556	1.35	0.459	209893.53	3855	Homo sapiens	keratin 7(KRT7)	KRT7
NM_005557	2.17	0.412	1277.19	3868	Homo sapiens	keratin 16(KRT16)	KRT16
NM_005559	8.95	0.0746	4101.91	284217	Homo sapiens	laminin subunit alpha 1(LAMA1)	LAMA1
NM_005561	0.16	0.7	215885.67	3916	Homo sapiens	lysosomal associated membrane protein 1(LAMP1)	LAMP1
NM_005562	2.9	0.318	12484.83	3918	Homo sapiens	laminin subunit gamma 2(LAMC2)	LAMC2
NM_005563	1.16	0.128	183407.37	3925	Homo sapiens	stathmin 1(STMN1)	STMN1
NM_005565	2.86	0.0707	7.25	3937	Homo sapiens	lymphocyte cytosolic protein 2(LCP2)	LCP2
NM_005566	1.7	0.119	16801.95	3939	Homo sapiens	lactate dehydrogenase A(LDHA)	LDHA
NM_005567	0.39	0.709	109648.12	3959	Homo sapiens	galectin 3 binding protein(LGALS3BP)	LGALS3BP
NM_005570	1.14	0.141	292218.58	3998	Homo sapiens	lectin, mannose binding 1(LMAN1)	LMAN1
NM_005572	0.77	0.198	42365.14	4000	Homo sapiens	lamin A/C(LMNA)	LMNA
NM_005573	0.36	0.433	33453.23	4001	Homo sapiens	lamin B1(LMNB1)	LMNB1
NM_005574	0.13	0.878	29.14	4005	Homo sapiens	LIM domain only 2(LMO2)	LMO2
NM_005575	0.16	0.886	9555.78	4012	Homo sapiens	leucyl and cystinyl aminopeptidase(LNPEP)	LNPEP
NM_005576	4.25	0.0812	22828.97	4016	Homo sapiens	lysyl oxidase like 1(LOXL1)	LOXL1
NM_005578	0.69	0.394	39895.61	4026	Homo sapiens	LIM domain containing preferred translocation partner in lipoma(LPP)	LPP
NM_005583	2.85	0.141	7.24	4066	Homo sapiens	LYL1, basic helix-loop-helix family member(LYL1)	LYL1
NM_005584	0	0.999	22.87	4081	Homo sapiens	mab-21 like 1(MAB21L1)	MAB21L1
NM_005585	1.1	0.251	7724.37	4091	Homo sapiens	SMAD family member 6(SMAD6)	SMAD6
NM_005587	0.94	0.122	13719.66	4205	Homo sapiens	myocyte enhancer factor 2A(MEF2A)	MEF2A
NM_005588	0.06	0.979	0.6	4224	Homo sapiens	meprin A subunit alpha(MEP1A)	MEP1A
NM_005590	0.61	0.358	12555.05	4361	Homo sapiens	MRE11 homolog, double strand break repair nuclease(MRE11)	MRE11
NM_005591	0.02	0.968	4702.55	4361	Homo sapiens	MRE11 homolog, double strand break repair nuclease(MRE11)	MRE11
NM_005592	2.56	0.232	22.68	4593	Homo sapiens	muscle associated receptor tyrosine kinase(MUSK)	MUSK
NM_005597	0.51	0.302	6359.33	4782	Homo sapiens	nuclear factor I C(NFIC)	nfic
NM_005602	1.18	0.282	681.25	5010	Homo sapiens	claudin 11(CLDN11)	CLDN11
NM_005604	1.85	0.192	2693.35	5454	Homo sapiens	POU class 3 homeobox 2(POU3F2)	POU3F2
NM_005605	0.12	0.55	327.16	5533	Homo sapiens	protein phosphatase 3 catalytic subunit gamma(PPP3CC)	PPP3CC
NM_005606	1.97	0.211	17125.73	5641	Homo sapiens	legumain(LGMN)	LGMN
NM_005610	0.14	0.811	104723.13	5928	Homo sapiens	RB binding protein 4, chromatin remodeling factor(RBBP4)	RBBP4
NM_005624	0.94	0.591	5.89	6370	Homo sapiens	C-C motif chemokine ligand 25(CCL25)	CCL25
NM_005629	1.41	0.115	65687.1	6535	Homo sapiens	solute carrier family 6 member 8(SLC6A8)	SLC6A8
NM_005630	3.21	0.218	2350.5	6578	Homo sapiens	solute carrier organic anion transporter family member 2A1(SLCO2A1)	SLCO2A1
NM_005632	0.1	0.816	21067.17	6650	Homo sapiens	calpain 15(CAPN15)	CAPN15
NM_005635	2.46	0.339	264.39	6756	Homo sapiens	SSX family member 1(SSX1)	SSX1
NM_005638	0.25	0.89	0.93	6845	Homo sapiens	vesicle associated membrane protein 7(VAMP7)	VAMP7
NM_005638	0.72	0.455	4.04	6845	Homo sapiens	vesicle associated membrane protein 7(VAMP7)	VAMP7
NM_005639	0.65	0.56	7975.97	6857	Homo sapiens	synaptotagmin 1(SYT1)	SYT1
NM_005641	0.81	0.103	10429.92	6878	Homo sapiens	TATA-box binding protein associated factor 6(TAF6)	TAF6
NM_005644	0.77	0.17	8519.59	6883	Homo sapiens	TATA-box binding protein associated factor 12(TAF12)	TAF12
NM_005645	1.56	0.0535	7267.8	6884	Homo sapiens	TATA-box binding protein associated factor 13(TAF13)	TAF13
NM_005648	0.55	0.309	12479.37	6921	Homo sapiens	transcription elongation factor B subunit 1(TCEB1)	TCEB1
NM_005649	0.78	0.334	16489.27	6940	Homo sapiens	zinc finger protein 354A(ZNF354A)	ZNF354A
NM_005652	0.01	0.967	16261.4	7014	Homo sapiens	telomeric repeat binding factor 2(TERF2)	TERF2
NM_005654	1.51	0.202	12199.33	7025	Homo sapiens	nuclear receptor subfamily 2 group F member 1(NR2F1)	NR2F1
NM_005658	1.25	0.504	4453.61	7185	Homo sapiens	TNF receptor associated factor 1(TRAF1)	TRAF1
NM_005659	0.15	0.817	5748.65	7353	Homo sapiens	ubiquitin fusion degradation 1 like (yeast)(UFD1L)	UFD1L
NM_005660	1.32	0.093	5824.78	7355	Homo sapiens	solute carrier family 35 member A2(SLC35A2)	SLC35A2
NM_005662	0.39	0.534	49987.51	7419	Homo sapiens	voltage dependent anion channel 3(VDAC3)	VDAC3
NM_005663	0.04	0.893	13315.79	7469	Homo sapiens	negative elongation factor complex member A(NELFA)	NELFA
NM_005664	0.44	0.591	1909.01	7681	Homo sapiens	makorin ring finger protein 3(MKRN3)	MKRN3
NM_005665	0.96	0.074	14618.98	7813	Homo sapiens	ecotropic viral integration site 5(EVI5)	EVI5
NM_005670	0.37	0.449	2232.44	7957	Homo sapiens	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)(EPM2A)	EPM2A
NM_005671	1.12	0.221	3711.23	7993	Homo sapiens	UBX domain protein 8(UBXN8)	UBXN8
NM_005678	2.39	0.154	13179.56	8926	Homo sapiens	SNRPN upstream reading frame(SNURF)	SNURF
NM_005680	0.67	0.411	5066.38	9014	Homo sapiens	TATA-box binding protein associated factor, RNA polymerase I subunit B(TAF1B)	TAF1B
NM_005681	2.22	0.127	2459.26	9015	Homo sapiens	TATA-box binding protein associated factor, RNA polymerase I subunit A(TAF1A)	TAF1A
NM_005683	0.23	0.889	5.31	9290	Homo sapiens	G protein-coupled receptor 55(GPR55)	GPR55
NM_005687	0.52	0.395	23790.53	10056	Homo sapiens	phenylalanyl-tRNA synthetase beta subunit(FARSB)	FARSB
NM_005692	1.07	0.435	2086.1	10061	Homo sapiens	ATP binding cassette subfamily F member 2(ABCF2)	ABCF2
NM_005701	0.1	0.902	1054.72	10073	Homo sapiens	snurportin 1(SNUPN)	SNUPN
NM_005706	0.19	0.552	1454.9	10078	Homo sapiens	tumor suppressing subtransferable candidate 4(TSSC4)	TSSC4
NM_005711	3.13	0.0584	1717.81	10085	Homo sapiens	EGF like repeats and discoidin domains 3(EDIL3)	EDIL3
NM_005713	0.6	0.362	2279.58	10087	Homo sapiens	collagen type IV alpha 3 binding protein(COL4A3BP)	COL4A3BP
NM_005714	0.15	0.801	55.25	10089	Homo sapiens	potassium two pore domain channel subfamily K member 7(KCNK7)	KCNK7
NM_005715	1.12	0.199	28810.67	10090	Homo sapiens	uronyl 2-sulfotransferase(UST)	UST
NM_005717	0.3	0.429	120925.63	10092	Homo sapiens	actin related protein 2/3 complex subunit 5(ARPC5)	ARPC5
NM_005718	0.74	0.168	11445.94	10093	Homo sapiens	actin related protein 2/3 complex subunit 4(ARPC4)	ARPC4
NM_005722	0.42	0.173	315030.91	10097	Homo sapiens	ARP2 actin related protein 2 homolog(ACTR2)	ACTR2
NM_005723	0.35	0.73	9482.53	10098	Homo sapiens	tetraspanin 5(TSPAN5)	TSPAN5
NM_005725	2.11	0.0715	552.4	10100	Homo sapiens	tetraspanin 2(TSPAN2)	TSPAN2
NM_005729	0.61	0.259	102932.29	10105	Homo sapiens	peptidylprolyl isomerase F(PPIF)	PPIF
NM_005732	0.41	0.487	54028.96	10111	Homo sapiens	RAD50 double strand break repair protein(RAD50)	RAD50
NM_005736	0.1	0.782	54911.64	10121	Homo sapiens	ARP1 actin-related protein 1 homolog A, centractin alpha(ACTR1A)	ACTR1A
NM_005738	0.31	0.553	2644.25	10124	Homo sapiens	ADP ribosylation factor like GTPase 4A(ARL4A)	ARL4A
NM_005746	1.36	0.148	153058.57	10135	Homo sapiens	nicotinamide phosphoribosyltransferase(NAMPT)	NAMPT
NM_005748	0.37	0.172	701.23	10138	Homo sapiens	YY1 associated factor 2(YAF2)	YAF2
NM_005755	6.41	0.26	861.03	10148	Homo sapiens	Epstein-Barr virus induced 3(EBI3)	EBI3
NM_005756	1	0.578	229.24	10149	Homo sapiens	adhesion G protein-coupled receptor G2(ADGRG2)	ADGRG2
NM_005759	0.05	0.94	28215.48	10152	Homo sapiens	abl interactor 2(ABI2)	ABI2
NM_005760	1.15	0.186	41430.5	10153	Homo sapiens	CCAAT/enhancer binding protein zeta(CEBPZ)	CEBPZ
NM_005761	0.58	0.352	48.67	10154	Homo sapiens	plexin C1(PLXNC1)	PLXNC1
NM_005762	0.24	0.541	185709.33	10155	Homo sapiens	tripartite motif containing 28(TRIM28)	TRIM28
NM_005763	4.09	0.174	6988.43	10157	Homo sapiens	aminoadipate-semialdehyde synthase(AASS)	AASS
NM_005764	0.05	0.975	59.07	10158	Homo sapiens	PDZK1 interacting protein 1(PDZK1IP1)	PDZK1IP1
NM_005767	1.57	0.489	1059.81	10161	Homo sapiens	lysophosphatidic acid receptor 6(LPAR6)	lpar6
NM_005769	1.91	0.425	97.48	10164	Homo sapiens	carbohydrate sulfotransferase 4(CHST4)	CHST4
NM_005771	0.95	0.491	20.85	10170	Homo sapiens	dehydrogenase/reductase 9(DHRS9)	DHRS9
NM_005772	0.09	0.899	7422.26	10171	Homo sapiens	RNA terminal phosphate cyclase like 1(RCL1)	RCL1
NM_005776	0.57	0.149	75926.93	10175	Homo sapiens	cornichon family AMPA receptor auxiliary protein 1(CNIH1)	CNIH1
NM_005779	1.77	0.207	78651.21	10184	Homo sapiens	lipoma HMGIC fusion partner-like 2(LHFPL2)	LHFPL2
NM_005782	0.56	0.232	41015.8	10189	Homo sapiens	Aly/REF export factor(ALYREF)	ALYREF
NM_005783	0.35	0.434	15837.05	10190	Homo sapiens	thioredoxin domain containing 9(TXNDC9)	TXNDC9
NM_005788	1.13	0.0963	14437.32	10196	Homo sapiens	protein arginine methyltransferase 3(PRMT3)	PRMT3
NM_005789	0.49	0.388	123821.61	10197	Homo sapiens	proteasome activator subunit 3(PSME3)	PSME3
NM_005791	0.15	0.492	18337.01	10199	Homo sapiens	M-phase phosphoprotein 10(MPHOSPH10)	MPHOSPH10
NM_005795	3.17	0.11	424.57	10203	Homo sapiens	calcitonin receptor like receptor(CALCRL)	CALCRL
NM_005796	0.16	0.675	47267.32	10204	Homo sapiens	nuclear transport factor 2(NUTF2)	NUTF2
NM_005800	0.37	0.261	15347.37	10208	Homo sapiens	ubiquitin specific peptidase like 1(USPL1)	USPL1
NM_005801	0.19	0.631	253015.38	10209	Homo sapiens	eukaryotic translation initiation factor 1(EIF1)	EIF1
NM_005802	0	0.996	28324.31	10210	Homo sapiens	TOP1 binding arginine/serine rich protein(TOPORS)	TOPORS
NM_005805	0.41	0.254	42182.96	10213	Homo sapiens	proteasome 26S subunit, non-ATPase 14(PSMD14)	PSMD14
NM_005810	1.6	0.171	488.85	10219	Homo sapiens	killer cell lectin like receptor G1(KLRG1)	KLRG1
NM_005811	0.53	0.445	9427.79	10220	Homo sapiens	growth differentiation factor 11(GDF11)	GDF11
NM_005814	1.93	0.371	9.88	10223	Homo sapiens	glycoprotein A33(GPA33)	GPA33
NM_005816	6.05	0.349	1084.67	10225	Homo sapiens	CD96 molecule(CD96)	CD96
NM_005822	1.39	0.218	35.03	10231	Homo sapiens	regulator of calcineurin 2(RCAN2)	RCAN2
NM_005823	0.35	0.752	44.82	10232	Homo sapiens	mesothelin(MSLN)	MSLN
NM_005824	1.28	0.298	207.51	10234	Homo sapiens	leucine rich repeat containing 17(LRRC17)	LRRC17
NM_005826	0.44	0.25	46114	10236	Homo sapiens	heterogeneous nuclear ribonucleoprotein R(HNRNPR)	HNRNPR
NM_005830	0.64	0.124	6987.06	10240	Homo sapiens	mitochondrial ribosomal protein S31(MRPS31)	MRPS31
NM_005837	0.56	0.08	22414.63	10248	Homo sapiens	POP7 homolog, ribonuclease P/MRP subunit(POP7)	pop7
NM_005840	0.42	0.844	2.48	10251	Homo sapiens	sprouty RTK signaling antagonist 3(SPRY3)	SPRY3
NM_005850	0.05	0.896	66408.24	10262	Homo sapiens	splicing factor 3b subunit 4(SF3B4)	SF3B4
NM_005855	1.76	0.388	14288.81	10267	Homo sapiens	receptor activity modifying protein 1(RAMP1)	RAMP1
NM_005857	0.51	0.196	87325.24	10269	Homo sapiens	zinc metallopeptidase STE24(ZMPSTE24)	ZMPSTE24
NM_005858	0.5	0.0708	19352.36	10270	Homo sapiens	A-kinase anchoring protein 8(AKAP8)	AKAP8
NM_005860	3.04	0.145	37752.47	10272	Homo sapiens	follistatin like 3(FSTL3)	FSTL3
NM_005862	0.28	0.425	20153.74	10274	Homo sapiens	stromal antigen 1(STAG1)	STAG1
NM_005866	0.63	0.436	28478.74	10280	Homo sapiens	sigma non-opioid intracellular receptor 1(SIGMAR1)	SIGMAR1
NM_005868	0.42	0.357	16488.82	10282	Homo sapiens	Bet1 golgi vesicular membrane trafficking protein(BET1)	BET1
NM_005871	0.46	0.157	20075.35	10285	Homo sapiens	survival motor neuron domain containing 1(SMNDC1)	SMNDC1
NM_005876	1.66	0.27	8205.67	10290	Homo sapiens	SPEG complex locus(SPEG)	SPEG
NM_005879	0.29	0.554	2942.25	10293	Homo sapiens	TRAF interacting protein(TRAIP)	TRAIP
NM_005880	0.15	0.586	34777.63	10294	Homo sapiens	DnaJ heat shock protein family (Hsp40) member A2(DNAJA2)	DNAJA2
NM_005882	0.02	0.953	472.04	10296	Homo sapiens	macrophage erythroblast attacher(MAEA)	MAEA
NM_005883	4.3	0.287	482.39	10297	Homo sapiens	APC2, WNT signaling pathway regulator(APC2)	APC2
NM_005886	0.68	0.241	17544.57	10300	Homo sapiens	katanin regulatory subunit B1(KATNB1)	KATNB1
NM_005888	0.04	0.947	3474.91	5250	Homo sapiens	solute carrier family 25 member 3(SLC25A3)	SLC25A3
NM_005892	1.9	0.326	12760.24	752	Homo sapiens	formin like 1(FMNL1)	FMNL1
NM_005893	0.21	0.878	17.47	881	Homo sapiens	calicin(CCIN)	CCIN
NM_005894	2.14	0.347	4.42	922	Homo sapiens	CD5 molecule like(CD5L)	CD5L
NM_005900	0.19	0.745	9924.22	4086	Homo sapiens	SMAD family member 1(SMAD1)	SMAD1
NM_005902	1.43	0.0515	96736.74	4088	Homo sapiens	SMAD family member 3(SMAD3)	SMAD3
NM_005903	0.22	0.664	26281.38	4090	Homo sapiens	SMAD family member 5(SMAD5)	SMAD5
NM_005904	1.1	0.167	8545.27	4092	Homo sapiens	SMAD family member 7(SMAD7)	SMAD7
NM_005907	0.48	0.63	43802.83	4121	Homo sapiens	mannosidase alpha class 1A member 1(MAN1A1)	MAN1A1
NM_005911	0.19	0.667	170270.67	4144	Homo sapiens	methionine adenosyltransferase 2A(MAT2A)	MAT2A
NM_005912	2.89	0.347	18.13	4160	Homo sapiens	melanocortin 4 receptor(MC4R)	MC4R
NM_005913	1.09	0.551	108.33	4161	Homo sapiens	melanocortin 5 receptor(MC5R)	MC5R
NM_005914	0.41	0.631	30170.02	4173	Homo sapiens	minichromosome maintenance complex component 4(MCM4)	MCM4
NM_005915	0.26	0.68	49295.77	4175	Homo sapiens	minichromosome maintenance complex component 6(MCM6)	MCM6
NM_005916	1.08	0.16	56384.74	4176	Homo sapiens	minichromosome maintenance complex component 7(MCM7)	MCM7
NM_005917	0.11	0.805	56664.26	4190	Homo sapiens	malate dehydrogenase 1(MDH1)	MDH1
NM_005922	0.22	0.714	3081.58	4216	Homo sapiens	mitogen-activated protein kinase kinase kinase 4(MAP3K4)	MAP3K4
NM_005923	0.8	0.0548	6017.25	4217	Homo sapiens	mitogen-activated protein kinase kinase kinase 5(MAP3K5)	MAP3K5
NM_005926	0.15	0.648	19263.63	4236	Homo sapiens	microfibrillar associated protein 1(MFAP1)	MFAP1
NM_005927	0.13	0.771	1601.09	4238	Homo sapiens	microfibrillar associated protein 3(MFAP3)	MFAP3
NM_005928	3.53	0.123	35069.12	4240	Homo sapiens	milk fat globule-EGF factor 8 protein(MFGE8)	MFGE8
NM_005929	0.35	0.716	985.38	4241	Homo sapiens	melanotransferrin(MELTF)	MELTF
NM_005933	0.24	0.719	49252.53	4297	Homo sapiens	lysine methyltransferase 2A(KMT2A)	KMT2A
NM_005934	0.55	0.102	72544.14	4298	Homo sapiens	MLLT1, super elongation complex subunit(MLLT1)	MLLT1
NM_005940	1.16	0.356	2366.89	4320	Homo sapiens	matrix metallopeptidase 11(MMP11)	MMP11
NM_005943	3.26	0.135	2101.4	4337	Homo sapiens	molybdenum cofactor synthesis 1(MOCS1)	MOCS1
NM_005946	3.94	0.174	45.73	4489	Homo sapiens	metallothionein 1A(MT1A)	MT1A
NM_005953	2.96	0.0518	143734.32	4502	Homo sapiens	metallothionein 2A(MT2A)	MT2A
NM_005954	2.64	0.282	36.44	4504	Homo sapiens	metallothionein 3(MT3)	MT3
NM_005955	0.15	0.461	24365.78	4520	Homo sapiens	metal regulatory transcription factor 1(MTF1)	MTF1
NM_005956	1.2	0.0516	78174.44	4522	Homo sapiens	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1(MTHFD1)	MTHFD1
NM_005959	1.02	0.661	5.11	4544	Homo sapiens	melatonin receptor 1B(MTNR1B)	MTNR1B
NM_005966	0.32	0.41	10936.11	4664	Homo sapiens	NGFI-A binding protein 1(NAB1)	NAB1
NM_005968	0.59	0.286	121177.18	4670	Homo sapiens	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	HNRNPM
NM_005969	0.14	0.28	525.2	4676	Homo sapiens	nucleosome assembly protein 1 like 4(NAP1L4)	NAP1L4
NM_005978	6.48	0.223	18222.19	6273	Homo sapiens	S100 calcium binding protein A2(S100A2)	S100A2
NM_005982	1.13	0.318	26186.39	6495	Homo sapiens	SIX homeobox 1(SIX1)	SIX1
NM_005983	0.78	0.317	12454.68	6502	Homo sapiens	S-phase kinase associated protein 2(SKP2)	SKP2
NM_005985	0.06	0.926	1961.79	6615	Homo sapiens	snail family transcriptional repressor 1(SNAI1)	SNAI1
NM_005990	1.1	0.175	38870.5	6793	Homo sapiens	serine/threonine kinase 10(STK10)	STK10
NM_005993	0.07	0.876	27140.67	6904	Homo sapiens	tubulin folding cofactor D(TBCD)	TBCD
NM_005996	0.06	0.952	26609.74	6926	Homo sapiens	T-box 3(TBX3)	TBX3
NM_005998	0.43	0.277	98640.82	7203	Homo sapiens	chaperonin containing TCP1 subunit 3(CCT3)	CCT3
NM_006000	2.06	0.262	48961.54	7277	Homo sapiens	tubulin alpha 4a(TUBA4A)	tuba4a
NM_006002	1.1	0.138	8335.81	7347	Homo sapiens	ubiquitin C-terminal hydrolase L3(UCHL3)	UCHL3
NM_006003	0.09	0.806	65752.77	7386	Homo sapiens	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1(UQCRFS1)	Uqcrfs1
NM_006004	0.67	0.0661	69973.03	7388	Homo sapiens	ubiquinol-cytochrome c reductase hinge protein(UQCRH)	Uqcrh
NM_006006	6.28	0.351	3271.45	7704	Homo sapiens	zinc finger and BTB domain containing 16(ZBTB16)	ZBTB16
NM_006009	0.5	0.526	109295.72	7846	Homo sapiens	tubulin alpha 1a(TUBA1A)	TUBA1A
NM_006010	1.06	0.0781	46148.03	7873	Homo sapiens	mesencephalic astrocyte derived neurotrophic factor(MANF)	MANF
NM_006011	9.45	0.337	11266.27	8128	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2(ST8SIA2)	ST8SIA2
NM_006019	0.63	0.327	6770.02	10312	Homo sapiens	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3(TCIRG1)	TCIRG1
NM_006023	0.88	0.2	32326.71	8872	Homo sapiens	cell division cycle 123(CDC123)	CDC123
NM_006027	0.26	0.714	3927.41	9156	Homo sapiens	exonuclease 1(EXO1)	EXO1
NM_006029	0.32	0.605	78255.32	9240	Homo sapiens	paraneoplastic Ma antigen 1(PNMA1)	PNMA1
NM_006031	0.55	0.229	33060.08	5116	Homo sapiens	pericentrin(PCNT)	PCNT
NM_006033	5.89	0.236	7877.02	9388	Homo sapiens	lipase G, endothelial type(LIPG)	LIPG
NM_006036	0.14	0.892	2246.14	9581	Homo sapiens	prolyl endopeptidase-like(PREPL)	PREPL
NM_006042	2.68	0.11	4887.42	9955	Homo sapiens	heparan sulfate-glucosamine 3-sulfotransferase 3A1(HS3ST3A1)	HS3ST3A1
NM_006043	0.35	0.869	2.5	9956	Homo sapiens	heparan sulfate-glucosamine 3-sulfotransferase 2(HS3ST2)	HS3ST2
NM_006047	0.16	0.628	94611.31	10137	Homo sapiens	RNA binding motif protein 12(RBM12)	rbm12
NM_006053	0.35	0.596	20885.98	10312	Homo sapiens	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3(TCIRG1)	TCIRG1
NM_006058	1.31	0.149	4079.71	10318	Homo sapiens	TNFAIP3 interacting protein 1(TNIP1)	TNIP1
NM_006059	0.11	0.945	137.91	10319	Homo sapiens	laminin subunit gamma 3(LAMC3)	LAMC3
NM_006065	8.03	0.324	8587.09	10326	Homo sapiens	signal regulatory protein beta 1(SIRPB1)	SIRPB1
NM_006066	0.1	0.788	9983.2	10327	Homo sapiens	aldo-keto reductase family 1 member A1(AKR1A1)	AKR1A1
NM_006067	0.13	0.654	21252.59	10328	Homo sapiens	ER membrane protein complex subunit 8(EMC8)	EMC8
NM_006068	1.58	0.0545	293.76	10333	Homo sapiens	toll like receptor 6(TLR6)	TLR6
NM_006070	0.24	0.422	15144.67	10342	Homo sapiens	TRK-fused gene(TFG)	TFG
NM_006071	0.81	0.633	888.87	10343	Homo sapiens	polycystin (PKD) family receptor for egg jelly(PKDREJ)	PKDREJ
NM_006072	6.26	0.272	169.82	10344	Homo sapiens	C-C motif chemokine ligand 26(CCL26)	CCL26
NM_006074	3.86	0.219	919.92	10346	Homo sapiens	tripartite motif containing 22(TRIM22)	TRIM22
NM_006077	0.01	0.991	31786.53	10367	Homo sapiens	mitochondrial calcium uptake 1(MICU1)	MICU1
NM_006078	0.01	0.986	16.83	10369	Homo sapiens	calcium voltage-gated channel auxiliary subunit gamma 2(CACNG2)	CACNG2
NM_006080	4.4	0.292	11225.2	10371	Homo sapiens	semaphorin 3A(SEMA3A)	SEMA3A
NM_006082	0.89	0.104	824216.4	10376	Homo sapiens	tubulin alpha 1b(TUBA1B)	TUBA1B
NM_006083	0.39	0.218	26422.7	3550	Homo sapiens	IK cytokine, down-regulator of HLA II(IK)	IK
NM_006086	3.11	0.0848	128378.01	10381	Homo sapiens	tubulin beta 3 class III(TUBB3)	TUBB3
NM_006087	0.68	0.577	2082	10382	Homo sapiens	tubulin beta 4A class IVa(TUBB4A)	TUBB4A
NM_006088	0.34	0.501	351806.6	10383	Homo sapiens	tubulin beta 4B class IVb(TUBB4B)	TUBB4B
NM_006090	0.18	0.646	10797.85	10390	Homo sapiens	choline/ethanolamine phosphotransferase 1(CEPT1)	CEPT1
NM_006094	2.17	0.274	42561.64	10395	Homo sapiens	DLC1 Rho GTPase activating protein(DLC1)	DLC1
NM_006096	0.09	0.947	33480	10397	Homo sapiens	N-myc downstream regulated 1(NDRG1)	NDRG1
NM_006097	3.3	0.289	110302.55	10398	Homo sapiens	myosin light chain 9(MYL9)	MYL9
NM_006098	0.51	0.274	587363.44	10399	Homo sapiens	receptor for activated C kinase 1(RACK1)	RACK1
NM_006100	3.91	0.14	1207.45	10402	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 6(ST3GAL6)	ST3GAL6
NM_006106	0.77	0.134	41999.11	10413	Homo sapiens	Yes associated protein 1(YAP1)	YAP1
NM_006107	0.08	0.861	10648.04	51747	Homo sapiens	LUC7 like 3 pre-mRNA splicing factor(LUC7L3)	LUC7L3
