From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_004412	2.41	0.164	3284.2	1787	Homo sapiens	tRNA aspartic acid methyltransferase 1(TRDMT1)	TRDMT1
NM_004413	3.87	0.211	12.99	1800	Homo sapiens	dipeptidase 1 (renal)(DPEP1)	DPEP1
NM_004425	4.2	0.305	11841.41	1893	Homo sapiens	extracellular matrix protein 1(ECM1)	ECM1
NM_004432	4.38	0.323	2867.71	1993	Homo sapiens	ELAV like RNA binding protein 2(ELAVL2)	ELAVL2
NM_004440	1.26	0.497	1103.74	2045	Homo sapiens	EPH receptor A7(EPHA7)	EPHA7
NM_004442	2.87	0.199	5476.21	2048	Homo sapiens	EPH receptor B2(EPHB2)	EPHB2
NM_004449	2.51	0.341	208.42	2078	Homo sapiens	ERG, ETS transcription factor(ERG)	ERG
NM_004452	1	0.602	28.01	2103	Homo sapiens	estrogen related receptor beta(ESRRB)	ESRRB
NM_004460	11.33	0.13	7288.65	2191	Homo sapiens	fibroblast activation protein alpha(FAP)	FAP
NM_004465	3.54	0.246	11.65	2255	Homo sapiens	fibroblast growth factor 10(FGF10)	FGF10
NM_004468	2.31	0.0603	2855.03	2275	Homo sapiens	four and a half LIM domains 3(FHL3)	FHL3
NM_004473	8.23	0.266	5877.75	2304	Homo sapiens	forkhead box E1(FOXE1)	FOXE1
NM_004480	2.63	0.287	1017.83	2530	Homo sapiens	fucosyltransferase 8(FUT8)	FUT8
NM_004489	1.12	0.0507	2478.26	2874	Homo sapiens	G protein pathway suppressor 2(GPS2)	GPS2
NM_004506	2.18	0.0695	2165.96	3298	Homo sapiens	heat shock transcription factor 2(HSF2)	HSF2
NM_004512	1.83	0.397	927.87	3590	Homo sapiens	interleukin 11 receptor subunit alpha(IL11RA)	il11ra
NM_004516	1.48	0.152	59047.79	3609	Homo sapiens	interleukin enhancer binding factor 3(ILF3)	ILF3
NM_004519	6.73	0.146	1218.49	3786	Homo sapiens	potassium voltage-gated channel subfamily Q member 3(KCNQ3)	KCNQ3
NM_004522	1.74	0.286	5865.27	3800	Homo sapiens	kinesin family member 5C(KIF5C)	KIF5C
NM_004527	5.24	0.322	128.62	4222	Homo sapiens	mesenchyme homeobox 1(MEOX1)	MEOX1
NM_004538	4.78	0.0999	2990.31	4675	Homo sapiens	nucleosome assembly protein 1 like 3(NAP1L3)	NAP1L3
NM_004591	4.61	0.109	127.63	6364	Homo sapiens	C-C motif chemokine ligand 20(CCL20)	CCL20
NM_004598	8.68	0.0747	120504.41	6695	Homo sapiens	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 1(SPOCK1)	SPOCK1
NM_004613	6.42	0.0577	41560.23	7052	Homo sapiens	transglutaminase 2(TGM2)	TGM2
NM_004615	5.02	0.319	1748	7102	Homo sapiens	tetraspanin 7(TSPAN7)	TSPAN7
NM_004623	2.7	0.105	6120.95	7268	Homo sapiens	tetratricopeptide repeat domain 4(TTC4)	TTC4
NM_004633	1.87	0.0676	27.64	7850	Homo sapiens	interleukin 1 receptor type 2(IL1R2)	IL1R2
NM_004635	1.21	0.228	17524.07	7867	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 3(MAPKAPK3)	MAPKAPK3
NM_004653	1.03	0.189	2.04	8284	Homo sapiens	lysine demethylase 5D(KDM5D)	KDM5D
NM_004655	2.56	0.121	3076.02	8313	Homo sapiens	axin 2(AXIN2)	AXIN2
NM_004657	8.96	0.227	12228.89	8436	Homo sapiens	serum deprivation response(SDPR)	SDPR
NM_004665	5.78	0.307	34.11	8875	Homo sapiens	vanin 2(VNN2)	VNN2
NM_004666	2.69	0.0811	34.7	8876	Homo sapiens	vanin 1(VNN1)	VNN1
NM_004668	3.43	0.0724	589.82	8972	Homo sapiens	maltase-glucoamylase(MGAM)	MGAM
NM_004673	1.76	0.425	132.46	9068	Homo sapiens	angiopoietin like 1(ANGPTL1)	ANGPTL1
NM_004683	1.75	0.402	6.88	9104	Homo sapiens	regucalcin(RGN)	RGN
NM_004693	7.61	0.346	11242.81	9119	Homo sapiens	keratin 75(KRT75)	KRT75
NM_004697	1.27	0.0774	27182.8	9128	Homo sapiens	pre-mRNA processing factor 4(PRPF4)	PRPF4
NM_004706	3.29	0.12	5134.83	9138	Homo sapiens	Rho guanine nucleotide exchange factor 1(ARHGEF1)	arhgef1
NM_004709	6.07	0.3	67.02	9142	Homo sapiens	transmembrane protein 257(TMEM257)	TMEM257
NM_004731	1.15	0.193	210.27	9194	Homo sapiens	solute carrier family 16 member 7(SLC16A7)	SLC16A7
NM_004732	1.13	0.278	152.17	9196	Homo sapiens	potassium voltage-gated channel subfamily A regulatory beta subunit 3(KCNAB3)	KCNAB3
NM_004741	1.01	0.161	47733.23	9221	Homo sapiens	nucleolar and coiled-body phosphoprotein 1(NOLC1)	NOLC1
NM_004752	1.61	0.395	12.29	9247	Homo sapiens	glial cells missing homolog 2(GCM2)	GCM2
NM_004753	1.12	0.558	18811.53	9249	Homo sapiens	dehydrogenase/reductase 3(DHRS3)	DHRS3
NM_004764	6.75	0.351	150.12	9271	Homo sapiens	piwi like RNA-mediated gene silencing 1(PIWIL1)	PIWIL1
NM_004772	4.7	0.303	43918.07	9315	Homo sapiens	neuronal regeneration related protein(NREP)	NREP
NM_004775	2.82	0.225	12275.46	9331	Homo sapiens	beta-1,4-galactosyltransferase 6(B4GALT6)	B4GALT6
NM_004776	1.12	0.0741	88707.72	9334	Homo sapiens	beta-1,4-galactosyltransferase 5(B4GALT5)	B4GALT5
NM_004791	7.8	0.114	11187.16	9358	Homo sapiens	integrin subunit beta like 1(ITGBL1)	ITGBL1
NM_004794	2.39	0.224	271.09	9363	Homo sapiens	RAB33A, member RAS oncogene family(RAB33A)	RAB33A
NM_004810	3.9	0.358	8.23	9402	Homo sapiens	GRB2-related adaptor protein 2(GRAP2)	GRAP2
NM_004811	6.61	0.109	24274.55	9404	Homo sapiens	leupaxin(LPXN)	LPXN
NM_004815	1.3	0.187	87657.42	9411	Homo sapiens	Rho GTPase activating protein 29(ARHGAP29)	ARHGAP29
NM_004817	1.7	0.0512	33559.75	9414	Homo sapiens	tight junction protein 2(TJP2)	TJP2
NM_004820	2.38	0.352	581.35	9420	Homo sapiens	cytochrome P450 family 7 subfamily B member 1(CYP7B1)	CYP7B1
NM_004832	1.31	0.0928	31736.65	9446	Homo sapiens	glutathione S-transferase omega 1(GSTO1)	GSTO1
NM_004833	6.62	0.151	98.42	9447	Homo sapiens	absent in melanoma 2(AIM2)	AIM2
NM_004845	2.84	0.41	1462.81	9468	Homo sapiens	phosphate cytidylyltransferase 1, choline, beta(PCYT1B)	PCYT1B
NM_004847	1.7	0.199	3.26	199	Homo sapiens	allograft inflammatory factor 1(AIF1)	AIF1
NM_004861	3.06	0.327	117.2	9514	Homo sapiens	galactose-3-O-sulfotransferase 1(GAL3ST1)	GAL3ST1
NM_004877	3.27	0.356	176.72	9535	Homo sapiens	glia maturation factor gamma(GMFG)	GMFG
NM_004883	8.8	0.315	2590.74	9542	Homo sapiens	neuregulin 2(NRG2)	NRG2
NM_004895	2.79	0.304	84.37	114548	Homo sapiens	NLR family pyrin domain containing 3(NLRP3)	NLRP3
NM_004904	3.1	0.131	4467.03	9586	Homo sapiens	cAMP responsive element binding protein 5(CREB5)	CREB5
NM_004906	1.14	0.201	28464.21	9589	Homo sapiens	Wilms tumor 1 associated protein(WTAP)	WTAP
NM_004918	1.94	0.304	56.82	9623	Homo sapiens	T-cell leukemia/lymphoma 1B(TCL1B)	TCL1B
NM_004932	9.42	0.232	5433.88	1004	Homo sapiens	cadherin 6(CDH6)	CDH6
NM_004934	4.16	0.301	1853.06	1016	Homo sapiens	cadherin 18(CDH18)	CDH18
NM_004936	2.66	0.32	26019.06	1030	Homo sapiens	cyclin dependent kinase inhibitor 2B(CDKN2B)	CDKN2B
NM_004937	1.83	0.393	4162.32	1497	Homo sapiens	cystinosin, lysosomal cystine transporter(CTNS)	CTNS
NM_004938	5.99	0.347	17717.56	1612	Homo sapiens	death associated protein kinase 1(DAPK1)	DAPK1
NM_004946	7.03	0.227	3179.47	1794	Homo sapiens	dedicator of cytokinesis 2(DOCK2)	DOCK2
NM_004951	1.27	0.558	77.03	1880	Homo sapiens	G protein-coupled receptor 183(GPR183)	GPR183
NM_004961	5.35	0.121	7274.73	2564	Homo sapiens	gamma-aminobutyric acid type A receptor epsilon subunit(GABRE)	GABRE
NM_004975	1.5	0.501	761.01	3745	Homo sapiens	potassium voltage-gated channel subfamily B member 1(KCNB1)	KCNB1
NM_004976	2.52	0.428	1936.44	3746	Homo sapiens	potassium voltage-gated channel subfamily C member 1(KCNC1)	KCNC1
NM_004978	1.2	0.332	2254.46	3749	Homo sapiens	potassium voltage-gated channel subfamily C member 4(KCNC4)	KCNC4
NM_004981	2.55	0.341	78.18	3761	Homo sapiens	potassium voltage-gated channel subfamily J member 4(KCNJ4)	KCNJ4
NM_004984	2.77	0.231	1191.26	3798	Homo sapiens	kinesin family member 5A(KIF5A)	KIF5A
NM_004987	1.77	0.17	1673.86	3987	Homo sapiens	LIM zinc finger domain containing 1(LIMS1)	LIMS1
NM_004991	1.09	0.345	1753.01	2122	Homo sapiens	MDS1 and EVI1 complex locus(MECOM)	MECOM
NM_004995	8.53	0.0799	297179.28	4323	Homo sapiens	matrix metallopeptidase 14(MMP14)	MMP14
NM_005020	7.26	0.123	523.73	5137	Homo sapiens	phosphodiesterase 1C(PDE1C)	PDE1C
NM_005029	1.19	0.164	56.55	5309	Homo sapiens	paired like homeodomain 3(PITX3)	PITX3
NM_005031	3.08	0.222	8.31	5348	Homo sapiens	FXYD domain containing ion transport regulator 1(FXYD1)	FXYD1
NM_005033	1.03	0.0953	10859.87	5393	Homo sapiens	exosome component 9(EXOSC9)	EXOSC9
NM_005036	1.63	0.384	5188.22	5465	Homo sapiens	peroxisome proliferator activated receptor alpha(PPARA)	PPARA
NM_005045	6.52	0.164	1237.75	5649	Homo sapiens	reelin(RELN)	RELN
NM_005068	3.64	0.143	218.42	6492	Homo sapiens	single-minded family bHLH transcription factor 1(SIM1)	SIM1
NM_005069	2.01	0.206	11735.75	6493	Homo sapiens	single-minded family bHLH transcription factor 2(SIM2)	SIM2
NM_005071	1.88	0.48	340.68	6511	Homo sapiens	solute carrier family 1 member 6(SLC1A6)	SLC1A6
NM_005072	1.22	0.0802	17768.45	6560	Homo sapiens	solute carrier family 12 member 4(SLC12A4)	SLC12A4
NM_005087	3.06	0.262	1915.38	8087	Homo sapiens	FMR1 autosomal homolog 1(FXR1)	FXR1
NM_005092	4.29	0.179	19.54	8995	Homo sapiens	tumor necrosis factor superfamily member 18(TNFSF18)	TNFSF18
NM_005098	10.62	0.145	60806.57	9242	Homo sapiens	musculin(MSC)	MSC
NM_005099	4.48	0.196	11017.95	9507	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 4(ADAMTS4)	ADAMTS4
NM_005100	4.74	0.216	14236.33	9590	Homo sapiens	A-kinase anchoring protein 12(AKAP12)	AKAP12
NM_005103	2.9	0.351	13412.82	9638	Homo sapiens	fasciculation and elongation protein zeta 1(FEZ1)	FEZ1
NM_005107	2.05	0.0508	1402.6	9941	Homo sapiens	exo/endonuclease G(EXOG)	EXOG
NM_005110	5.67	0.0667	34724.94	9945	Homo sapiens	glutamine-fructose-6-phosphate transaminase 2(GFPT2)	GFPT2
NM_005114	3.24	0.0761	1671.88	9957	Homo sapiens	heparan sulfate-glucosamine 3-sulfotransferase 1(HS3ST1)	HS3ST1
NM_005116	1.29	0.0994	27289.57	9962	Homo sapiens	solute carrier family 23 member 2(SLC23A2)	SLC23A2
NM_005127	2.66	0.395	595.18	9976	Homo sapiens	C-type lectin domain family 2 member B(CLEC2B)	CLEC2B
NM_005131	1.55	0.0512	4733.88	9984	Homo sapiens	THO complex 1(THOC1)	THOC1
NM_005149	1.3	0.16	967.52	9095	Homo sapiens	T-box 19(TBX19)	TBX19
NM_005164	7.33	0.135	160.5	225	Homo sapiens	ATP binding cassette subfamily D member 2(ABCD2)	ABCD2
NM_005168	4.88	0.255	178903.3	390	Homo sapiens	Rho family GTPase 3(RND3)	RND3
NM_005182	2.39	0.229	55.41	766	Homo sapiens	carbonic anhydrase 7(CA7)	CA7
NM_005195	2.32	0.127	14879.23	1052	Homo sapiens	CCAAT/enhancer binding protein delta(CEBPD)	CEBPD
NM_005202	3.32	0.368	668.08	1296	Homo sapiens	collagen type VIII alpha 2 chain(COL8A2)	COL8A2
NM_005203	5.8	0.112	269.55	1305	Homo sapiens	collagen type XIII alpha 1 chain(COL13A1)	COL13A1
NM_005208	1.14	0.347	2.2	1411	Homo sapiens	crystallin beta A1(CRYBA1)	CRYBA1
NM_005211	4.1	0.268	217.03	1436	Homo sapiens	colony stimulating factor 1 receptor(CSF1R)	CSF1R
NM_005221	5.67	0.316	4985.42	1749	Homo sapiens	distal-less homeobox 5(DLX5)	DLX5
NM_005222	7.35	0.195	1474.98	1750	Homo sapiens	distal-less homeobox 6(DLX6)	DLX6
NM_005233	5.45	0.172	9304.69	2042	Homo sapiens	EPH receptor A3(EPHA3)	EPHA3
NM_005241	1.06	0.365	366.15	2122	Homo sapiens	MDS1 and EVI1 complex locus(MECOM)	MECOM
NM_005242	2.73	0.158	48229.6	2150	Homo sapiens	F2R like trypsin receptor 1(F2RL1)	F2RL1
NM_005245	1.5	0.0991	240636.93	2195	Homo sapiens	FAT atypical cadherin 1(FAT1)	FAT1
NM_005246	1.31	0.103	4194.06	2241	Homo sapiens	FER tyrosine kinase(FER)	FER
NM_005249	6	0.351	5195.38	2290	Homo sapiens	forkhead box G1(FOXG1)	FOXG1
NM_005251	8.06	0.137	7718.04	2303	Homo sapiens	forkhead box C2(FOXC2)	FOXC2
NM_005256	1.83	0.292	27.92	2620	Homo sapiens	growth arrest specific 2(GAS2)	GAS2
NM_005257	1	0.208	6781.43	2627	Homo sapiens	GATA binding protein 6(GATA6)	GATA6
NM_005259	1.45	0.517	554.23	2660	Homo sapiens	myostatin(MSTN)	MSTN
NM_005261	3.71	0.0687	26736.07	2669	Homo sapiens	GTP binding protein overexpressed in skeletal muscle(GEM)	GEM
NM_005269	9.3	0.187	2037.66	2735	Homo sapiens	GLI family zinc finger 1(GLI1)	GLI1
NM_005290	6.05	0.337	143.77	2838	Homo sapiens	G protein-coupled receptor 15(GPR15)	GPR15
NM_005293	1.19	0.268	25.23	2843	Homo sapiens	G protein-coupled receptor 20(GPR20)	GPR20
NM_005317	1.21	0.186	57.25	3004	Homo sapiens	granzyme M(GZMM)	GZMM
NM_005328	7.49	0.254	44500.47	3037	Homo sapiens	hyaluronan synthase 2(HAS2)	HAS2
NM_005329	2.81	0.238	35569.32	3038	Homo sapiens	hyaluronan synthase 3(HAS3)	HAS3
NM_005335	3.15	0.177	480.11	3059	Homo sapiens	hematopoietic cell-specific Lyn substrate 1(HCLS1)	HCLS1
NM_005337	2.77	0.213	18.82	3071	Homo sapiens	NCK associated protein 1 like(NCKAP1L)	NCKAP1L
NM_005361	2.65	0.393	344.85	4101	Homo sapiens	MAGE family member A2(MAGEA2)	MAGEA2
NM_005365	5.82	0.355	137.64	4108	Homo sapiens	MAGE family member A9(MAGEA9)	MAGEA9
NM_005365	8.5	0.346	16124.27	4108	Homo sapiens	MAGE family member A9(MAGEA9)	MAGEA9
NM_005382	2.68	0.417	43.88	4741	Homo sapiens	neurofilament, medium polypeptide(NEFM)	NEFM
NM_005383	2.96	0.174	7.79	4759	Homo sapiens	neuraminidase 2(NEU2)	NEU2
NM_005384	1.63	0.0891	31512.27	4783	Homo sapiens	nuclear factor, interleukin 3 regulated(NFIL3)	NFIL3
NM_005420	4.84	0.351	1165.04	6783	Homo sapiens	sulfotransferase family 1E member 1(SULT1E1)	SULT1E1
NM_005424	8.4	0.303	224.02	7075	Homo sapiens	tyrosine kinase with immunoglobulin like and EGF like domains 1(TIE1)	TIE1
NM_005431	1.05	0.205	14261.06	7516	Homo sapiens	X-ray repair cross complementing 2(XRCC2)	XRCC2
NM_005434	4.15	0.245	3160.27	7851	Homo sapiens	mal, T-cell differentiation protein like(MALL)	MALL
NM_005437	1.2	0.269	10230.51	8031	Homo sapiens	nuclear receptor coactivator 4(NCOA4)	NCOA4
NM_005442	2.66	0.198	375.37	8320	Homo sapiens	eomesodermin(EOMES)	EOMES
NM_005446	2.24	0.227	333.7	9127	Homo sapiens	purinergic receptor P2X 6(P2RX6)	P2RX6
NM_005447	2.51	0.204	492.28	9182	Homo sapiens	Ras association domain family member 9(RASSF9)	RASSF9
NM_005450	4.44	0.0566	3442.64	9241	Homo sapiens	noggin(NOG)	NOG
NM_005459	2.74	0.347	6.67	9626	Homo sapiens	guanylate cyclase activator 1C(GUCA1C)	GUCA1C
NM_005462	8.07	0.34	4879.53	9947	Homo sapiens	MAGE family member C1(MAGEC1)	MAGEC1
NM_005465	7.32	0.0757	30003.86	10000	Homo sapiens	AKT serine/threonine kinase 3(AKT3)	AKT3
NM_005471	1.03	0.0796	35891.2	10007	Homo sapiens	glucosamine-6-phosphate deaminase 1(GNPDA1)	GNPDA1
NM_005476	1.18	0.144	31424.63	10020	Homo sapiens	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase(GNE)	GNE
NM_005483	1.21	0.0582	34215.96	10036	Homo sapiens	chromatin assembly factor 1 subunit A(CHAF1A)	CHAF1A
NM_005485	1.14	0.246	7709.71	10039	Homo sapiens	poly(ADP-ribose) polymerase family member 3(PARP3)	PARP3
NM_005494	1.23	0.135	5757.21	10049	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B6(DNAJB6)	DNAJB6
NM_005497	1.21	0.237	2200.52	10052	Homo sapiens	gap junction protein gamma 1(GJC1)	GJC1
NM_005512	6.56	0.249	7372.18	2615	Homo sapiens	leucine rich repeat containing 32(LRRC32)	LRRC32
NM_005520	1.53	0.189	10185.27	3187	Homo sapiens	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)	HNRNPH1
NM_005522	3.69	0.0741	1437.12	3198	Homo sapiens	homeobox A1(HOXA1)	HOXA1
NM_005534	1.06	0.106	7027.77	3460	Homo sapiens	interferon gamma receptor 2 (interferon gamma transducer 1)(IFNGR2)	IFNGR2
NM_005535	4.83	0.347	28.52	3594	Homo sapiens	interleukin 12 receptor subunit beta 1(IL12RB1)	IL12RB1
NM_005542	1.74	0.277	248555.61	3638	Homo sapiens	insulin induced gene 1(INSIG1)	INSIG1
NM_005545	6.86	0.199	116.27	3671	Homo sapiens	immunoglobulin superfamily containing leucine rich repeat(ISLR)	ISLR
NM_005546	6.59	0.334	96.08	3702	Homo sapiens	IL2 inducible T-cell kinase(ITK)	ITK
NM_005550	3.84	0.0875	37603.38	3801	Homo sapiens	kinesin family member C3(KIFC3)	KIFC3
NM_005556	1.35	0.459	209893.53	3855	Homo sapiens	keratin 7(KRT7)	KRT7
NM_005557	2.17	0.412	1277.19	3868	Homo sapiens	keratin 16(KRT16)	KRT16
NM_005559	8.95	0.0746	4101.91	284217	Homo sapiens	laminin subunit alpha 1(LAMA1)	LAMA1
NM_005562	2.9	0.318	12484.83	3918	Homo sapiens	laminin subunit gamma 2(LAMC2)	LAMC2
NM_005563	1.16	0.128	183407.37	3925	Homo sapiens	stathmin 1(STMN1)	STMN1
NM_005565	2.86	0.0707	7.25	3937	Homo sapiens	lymphocyte cytosolic protein 2(LCP2)	LCP2
NM_005566	1.7	0.119	16801.95	3939	Homo sapiens	lactate dehydrogenase A(LDHA)	LDHA
NM_005570	1.14	0.141	292218.58	3998	Homo sapiens	lectin, mannose binding 1(LMAN1)	LMAN1
NM_005576	4.25	0.0812	22828.97	4016	Homo sapiens	lysyl oxidase like 1(LOXL1)	LOXL1
NM_005583	2.85	0.141	7.24	4066	Homo sapiens	LYL1, basic helix-loop-helix family member(LYL1)	LYL1
NM_005585	1.1	0.251	7724.37	4091	Homo sapiens	SMAD family member 6(SMAD6)	SMAD6
NM_005592	2.56	0.232	22.68	4593	Homo sapiens	muscle associated receptor tyrosine kinase(MUSK)	MUSK
NM_005602	1.18	0.282	681.25	5010	Homo sapiens	claudin 11(CLDN11)	CLDN11
NM_005604	1.85	0.192	2693.35	5454	Homo sapiens	POU class 3 homeobox 2(POU3F2)	POU3F2
NM_005606	1.97	0.211	17125.73	5641	Homo sapiens	legumain(LGMN)	LGMN
NM_005629	1.41	0.115	65687.1	6535	Homo sapiens	solute carrier family 6 member 8(SLC6A8)	SLC6A8
NM_005630	3.21	0.218	2350.5	6578	Homo sapiens	solute carrier organic anion transporter family member 2A1(SLCO2A1)	SLCO2A1
NM_005635	2.46	0.339	264.39	6756	Homo sapiens	SSX family member 1(SSX1)	SSX1
NM_005645	1.56	0.0535	7267.8	6884	Homo sapiens	TATA-box binding protein associated factor 13(TAF13)	TAF13
NM_005654	1.51	0.202	12199.33	7025	Homo sapiens	nuclear receptor subfamily 2 group F member 1(NR2F1)	NR2F1
NM_005658	1.25	0.504	4453.61	7185	Homo sapiens	TNF receptor associated factor 1(TRAF1)	TRAF1
NM_005660	1.32	0.093	5824.78	7355	Homo sapiens	solute carrier family 35 member A2(SLC35A2)	SLC35A2
NM_005671	1.12	0.221	3711.23	7993	Homo sapiens	UBX domain protein 8(UBXN8)	UBXN8
NM_005678	2.39	0.154	13179.56	8926	Homo sapiens	SNRPN upstream reading frame(SNURF)	SNURF
NM_005681	2.22	0.127	2459.26	9015	Homo sapiens	TATA-box binding protein associated factor, RNA polymerase I subunit A(TAF1A)	TAF1A
NM_005692	1.07	0.435	2086.1	10061	Homo sapiens	ATP binding cassette subfamily F member 2(ABCF2)	ABCF2
NM_005711	3.13	0.0584	1717.81	10085	Homo sapiens	EGF like repeats and discoidin domains 3(EDIL3)	EDIL3
NM_005715	1.12	0.199	28810.67	10090	Homo sapiens	uronyl 2-sulfotransferase(UST)	UST
NM_005725	2.11	0.0715	552.4	10100	Homo sapiens	tetraspanin 2(TSPAN2)	TSPAN2
NM_005746	1.36	0.148	153058.57	10135	Homo sapiens	nicotinamide phosphoribosyltransferase(NAMPT)	NAMPT
NM_005755	6.41	0.26	861.03	10148	Homo sapiens	Epstein-Barr virus induced 3(EBI3)	EBI3
NM_005756	1	0.578	229.24	10149	Homo sapiens	adhesion G protein-coupled receptor G2(ADGRG2)	ADGRG2
NM_005760	1.15	0.186	41430.5	10153	Homo sapiens	CCAAT/enhancer binding protein zeta(CEBPZ)	CEBPZ
NM_005763	4.09	0.174	6988.43	10157	Homo sapiens	aminoadipate-semialdehyde synthase(AASS)	AASS
NM_005767	1.57	0.489	1059.81	10161	Homo sapiens	lysophosphatidic acid receptor 6(LPAR6)	lpar6
NM_005769	1.91	0.425	97.48	10164	Homo sapiens	carbohydrate sulfotransferase 4(CHST4)	CHST4
NM_005779	1.77	0.207	78651.21	10184	Homo sapiens	lipoma HMGIC fusion partner-like 2(LHFPL2)	LHFPL2
NM_005788	1.13	0.0963	14437.32	10196	Homo sapiens	protein arginine methyltransferase 3(PRMT3)	PRMT3
NM_005795	3.17	0.11	424.57	10203	Homo sapiens	calcitonin receptor like receptor(CALCRL)	CALCRL
NM_005810	1.6	0.171	488.85	10219	Homo sapiens	killer cell lectin like receptor G1(KLRG1)	KLRG1
NM_005814	1.93	0.371	9.88	10223	Homo sapiens	glycoprotein A33(GPA33)	GPA33
NM_005816	6.05	0.349	1084.67	10225	Homo sapiens	CD96 molecule(CD96)	CD96
NM_005822	1.39	0.218	35.03	10231	Homo sapiens	regulator of calcineurin 2(RCAN2)	RCAN2
NM_005824	1.28	0.298	207.51	10234	Homo sapiens	leucine rich repeat containing 17(LRRC17)	LRRC17
NM_005855	1.76	0.388	14288.81	10267	Homo sapiens	receptor activity modifying protein 1(RAMP1)	RAMP1
NM_005860	3.04	0.145	37752.47	10272	Homo sapiens	follistatin like 3(FSTL3)	FSTL3
NM_005876	1.66	0.27	8205.67	10290	Homo sapiens	SPEG complex locus(SPEG)	SPEG
NM_005883	4.3	0.287	482.39	10297	Homo sapiens	APC2, WNT signaling pathway regulator(APC2)	APC2
NM_005892	1.9	0.326	12760.24	752	Homo sapiens	formin like 1(FMNL1)	FMNL1
NM_005894	2.14	0.347	4.42	922	Homo sapiens	CD5 molecule like(CD5L)	CD5L
NM_005902	1.43	0.0515	96736.74	4088	Homo sapiens	SMAD family member 3(SMAD3)	SMAD3
NM_005904	1.1	0.167	8545.27	4092	Homo sapiens	SMAD family member 7(SMAD7)	SMAD7
NM_005912	2.89	0.347	18.13	4160	Homo sapiens	melanocortin 4 receptor(MC4R)	MC4R
NM_005913	1.09	0.551	108.33	4161	Homo sapiens	melanocortin 5 receptor(MC5R)	MC5R
NM_005916	1.08	0.16	56384.74	4176	Homo sapiens	minichromosome maintenance complex component 7(MCM7)	MCM7
NM_005928	3.53	0.123	35069.12	4240	Homo sapiens	milk fat globule-EGF factor 8 protein(MFGE8)	MFGE8
NM_005940	1.16	0.356	2366.89	4320	Homo sapiens	matrix metallopeptidase 11(MMP11)	MMP11
NM_005943	3.26	0.135	2101.4	4337	Homo sapiens	molybdenum cofactor synthesis 1(MOCS1)	MOCS1
NM_005946	3.94	0.174	45.73	4489	Homo sapiens	metallothionein 1A(MT1A)	MT1A
NM_005953	2.96	0.0518	143734.32	4502	Homo sapiens	metallothionein 2A(MT2A)	MT2A
NM_005954	2.64	0.282	36.44	4504	Homo sapiens	metallothionein 3(MT3)	MT3
NM_005956	1.2	0.0516	78174.44	4522	Homo sapiens	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1(MTHFD1)	MTHFD1
NM_005959	1.02	0.661	5.11	4544	Homo sapiens	melatonin receptor 1B(MTNR1B)	MTNR1B
NM_005978	6.48	0.223	18222.19	6273	Homo sapiens	S100 calcium binding protein A2(S100A2)	S100A2
NM_005982	1.13	0.318	26186.39	6495	Homo sapiens	SIX homeobox 1(SIX1)	SIX1
NM_005990	1.1	0.175	38870.5	6793	Homo sapiens	serine/threonine kinase 10(STK10)	STK10
NM_006000	2.06	0.262	48961.54	7277	Homo sapiens	tubulin alpha 4a(TUBA4A)	tuba4a
NM_006002	1.1	0.138	8335.81	7347	Homo sapiens	ubiquitin C-terminal hydrolase L3(UCHL3)	UCHL3
NM_006006	6.28	0.351	3271.45	7704	Homo sapiens	zinc finger and BTB domain containing 16(ZBTB16)	ZBTB16
NM_006010	1.06	0.0781	46148.03	7873	Homo sapiens	mesencephalic astrocyte derived neurotrophic factor(MANF)	MANF
NM_006011	9.45	0.337	11266.27	8128	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2(ST8SIA2)	ST8SIA2
NM_006033	5.89	0.236	7877.02	9388	Homo sapiens	lipase G, endothelial type(LIPG)	LIPG
NM_006042	2.68	0.11	4887.42	9955	Homo sapiens	heparan sulfate-glucosamine 3-sulfotransferase 3A1(HS3ST3A1)	HS3ST3A1
NM_006058	1.31	0.149	4079.71	10318	Homo sapiens	TNFAIP3 interacting protein 1(TNIP1)	TNIP1
NM_006065	8.03	0.324	8587.09	10326	Homo sapiens	signal regulatory protein beta 1(SIRPB1)	SIRPB1
NM_006068	1.58	0.0545	293.76	10333	Homo sapiens	toll like receptor 6(TLR6)	TLR6
NM_006072	6.26	0.272	169.82	10344	Homo sapiens	C-C motif chemokine ligand 26(CCL26)	CCL26
NM_006074	3.86	0.219	919.92	10346	Homo sapiens	tripartite motif containing 22(TRIM22)	TRIM22
NM_006080	4.4	0.292	11225.2	10371	Homo sapiens	semaphorin 3A(SEMA3A)	SEMA3A
NM_006086	3.11	0.0848	128378.01	10381	Homo sapiens	tubulin beta 3 class III(TUBB3)	TUBB3
